sep=,
"HGNC ID (gene)","Approved symbol","Approved name","Previous symbols","Aliases","Chromosome","Group"
"HGNC:15317","OR8Q1P","olfactory receptor family 8 subfamily Q member 1 pseudogene","","","11q24.2","Olfactory receptors, family 8"
"HGNC:15318","OR8R1P","olfactory receptor family 8 subfamily R member 1 pseudogene","","","11q13.4","Olfactory receptors, family 8"
"HGNC:19628","OR8S1","olfactory receptor family 8 subfamily S member 1","","","12q13.11","Olfactory receptors, family 8"
"HGNC:31317","OR8S21P","olfactory receptor family 8 subfamily S member 21 pseudogene","","","12q13.11","Olfactory receptors, family 8"
"HGNC:19630","OR8T1P","olfactory receptor family 8 subfamily T member 1 pseudogene","","","12q13.11","Olfactory receptors, family 8"
"HGNC:19611","OR8U1","olfactory receptor family 8 subfamily U member 1","","","11q12.1","Olfactory receptors, family 8"
"HGNC:27538","OR8U8","olfactory receptor family 8 subfamily U member 8","","","11q1 alternate reference locus","Olfactory receptors, family 8"
"HGNC:29166","OR8U9","olfactory receptor family 8 subfamily U member 9","","","11q1 alternate reference locus","Olfactory receptors, family 8"
"HGNC:19613","OR8V1P","olfactory receptor family 8 subfamily V member 1 pseudogene","","","11q12.1","Olfactory receptors, family 8"
"HGNC:31318","OR8X1P","olfactory receptor family 8 subfamily X member 1 pseudogene","","","11q24.2","Olfactory receptors, family 8"
"HGNC:8486","OR9A1P","olfactory receptor family 9 subfamily A member 1 pseudogene","OR9A1","","7q34","Olfactory receptors, family 9"
"HGNC:15093","OR9A2","olfactory receptor family 9 subfamily A member 2","","","7q34","Olfactory receptors, family 9"
"HGNC:15094","OR9A3P","olfactory receptor family 9 subfamily A member 3 pseudogene","OR9A6P","","7q34","Olfactory receptors, family 9"
"HGNC:15095","OR9A4","olfactory receptor family 9 subfamily A member 4","","","7q34","Olfactory receptors, family 9"
"HGNC:15319","OR9G1","olfactory receptor family 9 subfamily G member 1","OR9G5","","11q12.1","Olfactory receptors, family 9"
"HGNC:15320","OR9G2P","olfactory receptor family 9 subfamily G member 2 pseudogene","OR9G6","","11q12.1","Olfactory receptors, family 9"
"HGNC:15321","OR9G3P","olfactory receptor family 9 subfamily G member 3 pseudogene","","","11q12.1","Olfactory receptors, family 9"
"HGNC:15322","OR9G4","olfactory receptor family 9 subfamily G member 4","","","11q12.1","Olfactory receptors, family 9"
"HGNC:31940","OR9G9","olfactory receptor family 9 subfamily G member 9","","","11q11 alternate reference locus","Olfactory receptors, family 9"
"HGNC:15038","OR9H1P","olfactory receptor family 9 subfamily H member 1 pseudogene","","","1q44","Olfactory receptors, family 9"
"HGNC:14718","OR9I1","olfactory receptor family 9 subfamily I member 1","","","11q12.1","Olfactory receptors, family 9"
"HGNC:15324","OR9I2P","olfactory receptor family 9 subfamily I member 2 pseudogene","","","11q12.1","Olfactory receptors, family 9"
"HGNC:15325","OR9I3P","olfactory receptor family 9 subfamily I member 3 pseudogene","","","11q12.1","Olfactory receptors, family 9"
"HGNC:15338","OR9K1P","olfactory receptor family 9 subfamily K member 1 pseudogene","","","12q13.2","Olfactory receptors, family 9"
"HGNC:15339","OR9K2","olfactory receptor family 9 subfamily K member 2","","","12q13.2","Olfactory receptors, family 9"
"HGNC:14761","OR9L1P","olfactory receptor family 9 subfamily L member 1 pseudogene","OR9L2P","","11q12.1","Olfactory receptors, family 9"
"HGNC:15327","OR9M1P","olfactory receptor family 9 subfamily M member 1, pseudogene","OR5BG1P","","11q12.1","Olfactory receptors, family 9"
"HGNC:15096","OR9N1P","olfactory receptor family 9 subfamily N member 1 pseudogene","","","7q34","Olfactory receptors, family 9"
"HGNC:15097","OR9P1P","olfactory receptor family 9 subfamily P member 1 pseudogene","OR9P2P","","7q34","Olfactory receptors, family 9"
"HGNC:14724","OR9Q1","olfactory receptor family 9 subfamily Q member 1","","","11q12.1","Olfactory receptors, family 9"
"HGNC:15328","OR9Q2","olfactory receptor family 9 subfamily Q member 2","OR9Q2P","","11q12.1","Olfactory receptors, family 9"
"HGNC:15340","OR9R1P","olfactory receptor family 9 subfamily R member 1 pseudogene","","","12q13.2","Olfactory receptors, family 9"
"HGNC:31288","OR9S24P","olfactory receptor family 9 subfamily S member 24 pseudogene","OR5J6P","","2q37.3","Olfactory receptors, family 9"
"HGNC:14989","OR10AA1P","olfactory receptor family 10 subfamily AA member 1 pseudogene","","","1q23.1","Olfactory receptors, family 10"
"HGNC:14804","OR10AB1P","olfactory receptor family 10 subfamily AB member 1 pseudogene","","","11p15.4","Olfactory receptors, family 10"
"HGNC:14758","OR10AC1","olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene)","OR10AC1P","","7q35","Olfactory receptors, family 10"
"HGNC:14819","OR10AD1","olfactory receptor family 10 subfamily AD member 1","OR10AD1P","","12q13.11","Olfactory receptors, family 10"
"HGNC:14990","OR10AE1P","olfactory receptor family 10 subfamily AE member 1 pseudogene","OR10AE2P","","1q23.2","Olfactory receptors, family 10"
"HGNC:31235","OR10AE3P","olfactory receptor family 10 subfamily AE member 3 pseudogene","","","12q13.2","Olfactory receptors, family 10"
"HGNC:19606","OR10AF1P","olfactory receptor family 10 subfamily AF member 1 pseudogene","","","11q12.1","Olfactory receptors, family 10"
"HGNC:19607","OR10AG1","olfactory receptor family 10 subfamily AG member 1","","","11q12.1","Olfactory receptors, family 10"
"HGNC:19647","OR10AH1P","olfactory receptor family 10 subfamily AH member 1 pseudogene","","","7p22.1","Olfactory receptors, family 10"
"HGNC:31236","OR10AK1P","olfactory receptor family 10 subfamily AK member 1 pseudogene","","","11q12.1","Olfactory receptors, family 10"
"HGNC:8161","OR10A2","olfactory receptor family 10 subfamily A member 2","OR10A2P","","11p15.4","Olfactory receptors, family 10"
"HGNC:8162","OR10A3","olfactory receptor family 10 subfamily A member 3","","","11p15.4","Olfactory receptors, family 10"
"HGNC:15130","OR10A4","olfactory receptor family 10 subfamily A member 4","OR10A4P","","11p15.4","Olfactory receptors, family 10"
"HGNC:15131","OR10A5","olfactory receptor family 10 subfamily A member 5","OR10A1","","11p15.4","Olfactory receptors, family 10"
"HGNC:15132","OR10A6","olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)","","","11p15.4","Olfactory receptors, family 10"
"HGNC:15329","OR10A7","olfactory receptor family 10 subfamily A member 7","","","12q13.2","Olfactory receptors, family 10"
"HGNC:8163","OR10B1P","olfactory receptor family 10 subfamily B member 1 pseudogene","OR10B2","","19p13.12","Olfactory receptors, family 10"
"HGNC:8165","OR10C1","olfactory receptor family 10 subfamily C member 1","OR10C2","","6p22.1","Olfactory receptors, family 10"
"HGNC:8166","OR10D1P","olfactory receptor family 10 subfamily D member 1 pseudogene","OR10D2P","","11q24.2","Olfactory receptors, family 10"
"HGNC:8168","OR10D3","olfactory receptor family 10 subfamily D member 3 (putative)","OR10D3P","","11q24.2","Olfactory receptors, family 10"
"HGNC:14770","OR10D4P","olfactory receptor family 10 subfamily D member 4 pseudogene","OR10D4,OR10D6P","","11q24.2","Olfactory receptors, family 10"
"HGNC:14838","OR10D5P","olfactory receptor family 10 subfamily D member 5 pseudogene","","","11q24.2","Olfactory receptors, family 10"
"HGNC:8169","OR10G1P","olfactory receptor family 10 subfamily G member 1 pseudogene","","","14q11.2","Olfactory receptors, family 10"
"HGNC:8170","OR10G2","olfactory receptor family 10 subfamily G member 2","","","14q11.2","Olfactory receptors, family 10"
"HGNC:8171","OR10G3","olfactory receptor family 10 subfamily G member 3","","","14q11.2","Olfactory receptors, family 10"
"HGNC:14809","OR10G4","olfactory receptor family 10 subfamily G member 4","","","11q24.2","Olfactory receptors, family 10"
"HGNC:14811","OR10G5P","olfactory receptor family 10 subfamily G member 5 pseudogene","","","11q24.2","Olfactory receptors, family 10"
"HGNC:14836","OR10G6","olfactory receptor family 10 subfamily G member 6","OR10G6P","","11q24.1","Olfactory receptors, family 10"
"HGNC:14842","OR10G7","olfactory receptor family 10 subfamily G member 7","","","11q24.2","Olfactory receptors, family 10"
"HGNC:14845","OR10G8","olfactory receptor family 10 subfamily G member 8","","","11q24.2","Olfactory receptors, family 10"
"HGNC:15129","OR10G9","olfactory receptor family 10 subfamily G member 9","OR10G10P","","11q24.2","Olfactory receptors, family 10"
"HGNC:8172","OR10H1","olfactory receptor family 10 subfamily H member 1","","","19p13.12","Olfactory receptors, family 10"
"HGNC:8173","OR10H2","olfactory receptor family 10 subfamily H member 2","","","19p13.12","Olfactory receptors, family 10"
"HGNC:8174","OR10H3","olfactory receptor family 10 subfamily H member 3","","","19p13.12","Olfactory receptors, family 10"
"HGNC:15388","OR10H4","olfactory receptor family 10 subfamily H member 4","","","19p13.12","Olfactory receptors, family 10"
"HGNC:15389","OR10H5","olfactory receptor family 10 subfamily H member 5","","","19p13.12","Olfactory receptors, family 10"
"HGNC:8175","OR10J1","olfactory receptor family 10 subfamily J member 1","","","1q23.2","Olfactory receptors, family 10"
"HGNC:14991","OR10J2P","olfactory receptor family 10 subfamily J member 2 pseudogene","","","1q23.2","Olfactory receptors, family 10"
"HGNC:14992","OR10J3","olfactory receptor family 10 subfamily J member 3","OR10J3P","","1q23.2","Olfactory receptors, family 10"
"HGNC:15408","OR10J4","olfactory receptor family 10 subfamily J member 4 (gene/pseudogene)","OR10J4P","","1q23.2","Olfactory receptors, family 10"
"HGNC:14993","OR10J5","olfactory receptor family 10 subfamily J member 5","","","1q23.2","Olfactory receptors, family 10"
"HGNC:14994","OR10J6P","olfactory receptor family 10 subfamily J member 6 pseudogene","OR10J6","","1q23.2","Olfactory receptors, family 10"
"HGNC:19637","OR10J7P","olfactory receptor family 10 subfamily J member 7 pseudogene","","","1q23.2","Olfactory receptors, family 10"
"HGNC:19638","OR10J8P","olfactory receptor family 10 subfamily J member 8 pseudogene","","","1q23.2","Olfactory receptors, family 10"
"HGNC:19639","OR10J9P","olfactory receptor family 10 subfamily J member 9 pseudogene","","","1q23.2","Olfactory receptors, family 10"
"HGNC:14693","OR10K1","olfactory receptor family 10 subfamily K member 1","","","1q23.1","Olfactory receptors, family 10"
"HGNC:14826","OR10K2","olfactory receptor family 10 subfamily K member 2","","","1q23.1","Olfactory receptors, family 10"
"HGNC:14689","OR10N1P","olfactory receptor family 10 subfamily N member 1 pseudogene","","","11q24.2","Olfactory receptors, family 10"
"HGNC:15378","OR10P1","olfactory receptor family 10 subfamily P member 1","OR10P1P,OR10P2P,OR10P3P","","12q13.2","Olfactory receptors, family 10"
"HGNC:15134","OR10Q1","olfactory receptor family 10 subfamily Q member 1","","","11q12.1","Olfactory receptors, family 10"
"HGNC:15135","OR10Q2P","olfactory receptor family 10 subfamily Q member 2 pseudogene","","","11q12.1","Olfactory receptors, family 10"
"HGNC:14813","OR10R1P","olfactory receptor family 10 subfamily R member 1 pseudogene","","","1q23.1","Olfactory receptors, family 10"
"HGNC:14820","OR10R2","olfactory receptor family 10 subfamily R member 2","","","1q23.1","Olfactory receptors, family 10"
"HGNC:14829","OR10R3P","olfactory receptor family 10 subfamily R member 3 pseudogene","","","1q23.1","Olfactory receptors, family 10"
"HGNC:14807","OR10S1","olfactory receptor family 10 subfamily S member 1","","","11q24.1","Olfactory receptors, family 10"
"HGNC:14812","OR10T1P","olfactory receptor family 10 subfamily T member 1 pseudogene","","","1q23.1","Olfactory receptors, family 10"
"HGNC:14816","OR10T2","olfactory receptor family 10 subfamily T member 2","","","1q23.1","Olfactory receptors, family 10"
"HGNC:15332","OR10U1P","olfactory receptor family 10 subfamily U member 1 pseudogene","","","12q13.2","Olfactory receptors, family 10"
"HGNC:15136","OR10V1","olfactory receptor family 10 subfamily V member 1","","","11q12.1","Olfactory receptors, family 10"
"HGNC:15137","OR10V2P","olfactory receptor family 10 subfamily V member 2 pseudogene","","","11q12.1","Olfactory receptors, family 10"
"HGNC:15138","OR10V3P","olfactory receptor family 10 subfamily V member 3 pseudogene","","","11q12.1","Olfactory receptors, family 10"
"HGNC:31237","OR10V7P","olfactory receptor family 10 subfamily V member 7 pseudogene","","","14q21.2","Olfactory receptors, family 10"
"HGNC:15139","OR10W1","olfactory receptor family 10 subfamily W member 1","OR10W1P","","11q12.1","Olfactory receptors, family 10"
"HGNC:14995","OR10X1","olfactory receptor family 10 subfamily X member 1","OR10X1P","","1q23.1","Olfactory receptors, family 10"
"HGNC:15140","OR10Y1P","olfactory receptor family 10 subfamily Y member 1 pseudogene","","","11q12.1","Olfactory receptors, family 10"
"HGNC:14996","OR10Z1","olfactory receptor family 10 subfamily Z member 1","","","1q23.1","Olfactory receptors, family 10"
"HGNC:8176","OR11A1","olfactory receptor family 11 subfamily A member 1","OR11A2","","6p22.2-p21.31","Olfactory receptors, family 11"
"HGNC:15345","OR11G1P","olfactory receptor family 11 subfamily G member 1 pseudogene","","","14q11.2","Olfactory receptors, family 11"
"HGNC:15346","OR11G2","olfactory receptor family 11 subfamily G member 2","","","14q11.2","Olfactory receptors, family 11"
"HGNC:15404","OR11H1","olfactory receptor family 11 subfamily H member 1","","","22q11.1","Olfactory receptors, family 11"
"HGNC:14716","OR11H2","olfactory receptor family 11 subfamily H member 2","OR11H2P,OR11H8P,C14orf15","","14q11.2","Olfactory receptors, family 11"
"HGNC:15367","OR11H3P","olfactory receptor family 11 subfamily H member 3 pseudogene","","","15q11.2","Olfactory receptors, family 11"
"HGNC:15347","OR11H4","olfactory receptor family 11 subfamily H member 4","","","14q11.2","Olfactory receptors, family 11"
"HGNC:15348","OR11H5P","olfactory receptor family 11 subfamily H member 5 pseudogene","","","14q11.2","Olfactory receptors, family 11"
"HGNC:15349","OR11H6","olfactory receptor family 11 subfamily H member 6","","","14q11.2","Olfactory receptors, family 11"
"HGNC:15350","OR11H7","olfactory receptor family 11 subfamily H member 7 (gene/pseudogene)","OR11H7P","","14q11.2","Olfactory receptors, family 11"
"HGNC:30738","OR11H12","olfactory receptor family 11 subfamily H member 12","","","14q11.2","Olfactory receptors, family 11"
"HGNC:29997","OR11H13P","olfactory receptor family 11 subfamily H member 13 pseudogene","","","14q11.2","Olfactory receptors, family 11"
"HGNC:14997","OR11I1P","olfactory receptor family 11 subfamily I member 1 pseudogene","OR11I2P","","1p13.3","Olfactory receptors, family 11"
"HGNC:15369","OR11J1P","olfactory receptor family 11 subfamily J member 1 pseudogene","","","15q11.2","Olfactory receptors, family 11"
"HGNC:15370","OR11J2P","olfactory receptor family 11 subfamily J member 2 pseudogene","","","15q11.2","Olfactory receptors, family 11"
"HGNC:31238","OR11J5P","olfactory receptor family 11 subfamily J member 5 pseudogene","","","15q11.2","Olfactory receptors, family 11"
"HGNC:38588","OR11J6P","olfactory receptor family 11 subfamily J member 6 pseudogene","","","15q11.2","Olfactory receptors, family 11"
"HGNC:38589","OR11J7P","olfactory receptor family 11 subfamily J member 7 pseudogene","","","15q11.2","Olfactory receptors, family 11"
"HGNC:15371","OR11K1P","olfactory receptor family 11 subfamily K member 1 pseudogene","","","15q11.2","Olfactory receptors, family 11"
"HGNC:19635","OR11K2P","olfactory receptor family 11 subfamily K member 2 pseudogene","","","14q11.2","Olfactory receptors, family 11"
"HGNC:14998","OR11L1","olfactory receptor family 11 subfamily L member 1","","","1q44","Olfactory receptors, family 11"
"HGNC:15333","OR11M1P","olfactory receptor family 11 subfamily M member 1 pseudogene","","","12q13.11","Olfactory receptors, family 11"
"HGNC:19582","OR11N1P","olfactory receptor family 11 subfamily N member 1 pseudogene","","","Xq26.2","Olfactory receptors, family 11"
"HGNC:19636","OR11P1P","olfactory receptor family 11 subfamily P member 1 pseudogene","","","14q11.2","Olfactory receptors, family 11"
"HGNC:31239","OR11Q1P","olfactory receptor family 11 subfamily Q member 1 pseudogene","","","Xq26.1","Olfactory receptors, family 11"
"HGNC:8177","OR12D1","olfactory receptor family 12 subfamily D member 1 (gene/pseudogene)","OR12D1P","","6p22.1","Olfactory receptors, family 12"
"HGNC:8178","OR12D2","olfactory receptor family 12 subfamily D member 2","","","6p22.1","Olfactory receptors, family 12"
"HGNC:13963","OR12D3","olfactory receptor family 12 subfamily D member 3","","","6p22.1","Olfactory receptors, family 12"
"HGNC:14772","OR13A1","olfactory receptor family 13 subfamily A member 1","","","10q11.21","Olfactory receptors, family 13"
"HGNC:14699","OR13C1P","olfactory receptor family 13 subfamily C member 1 pseudogene","","","9q31.1","Olfactory receptors, family 13"
"HGNC:14701","OR13C2","olfactory receptor family 13 subfamily C member 2","","","9q31.1","Olfactory receptors, family 13"
"HGNC:14704","OR13C3","olfactory receptor family 13 subfamily C member 3","","","9q31.1","Olfactory receptors, family 13"
"HGNC:14722","OR13C4","olfactory receptor family 13 subfamily C member 4","","","9q31.1","Olfactory receptors, family 13"
"HGNC:15100","OR13C5","olfactory receptor family 13 subfamily C member 5","","","9q31.1","Olfactory receptors, family 13"
"HGNC:15101","OR13C6P","olfactory receptor family 13 subfamily C member 6 pseudogene","","","9p13.3","Olfactory receptors, family 13"
"HGNC:15102","OR13C7","olfactory receptor family 13 subfamily C member 7 (gene/pseudogene)","OR13C7P","","9p13.3","Olfactory receptors, family 13"
"HGNC:15103","OR13C8","olfactory receptor family 13 subfamily C member 8","","","9q31.1","Olfactory receptors, family 13"
"HGNC:15104","OR13C9","olfactory receptor family 13 subfamily C member 9","","","9q31.1","Olfactory receptors, family 13"
"HGNC:14695","OR13D1","olfactory receptor family 13 subfamily D member 1","","","9q31.1","Olfactory receptors, family 13"
"HGNC:15105","OR13D2P","olfactory receptor family 13 subfamily D member 2 pseudogene","","","9q31.1","Olfactory receptors, family 13"
"HGNC:15106","OR13D3P","olfactory receptor family 13 subfamily D member 3 pseudogene","","","9q31.1","Olfactory receptors, family 13"
"HGNC:15107","OR13E1P","olfactory receptor family 13 subfamily E member 1 pseudogene","OR13E2","","9p13.3","Olfactory receptors, family 13"
"HGNC:14723","OR13F1","olfactory receptor family 13 subfamily F member 1","","","9q31.1","Olfactory receptors, family 13"
"HGNC:14999","OR13G1","olfactory receptor family 13 subfamily G member 1","","","1q44","Olfactory receptors, family 13"
"HGNC:14755","OR13H1","olfactory receptor family 13 subfamily H member 1","","","Xq26.2","Olfactory receptors, family 13"
"HGNC:14732","OR13I1P","olfactory receptor family 13 subfamily I member 1 pseudogene","OR13I2P","","9q31.1","Olfactory receptors, family 13"
"HGNC:15108","OR13J1","olfactory receptor family 13 subfamily J member 1","","","9p13.3","Olfactory receptors, family 13"
"HGNC:14721","OR13K1P","olfactory receptor family 13 subfamily K member 1 pseudogene","","","Xq26.2","Olfactory receptors, family 13"
"HGNC:31240","OR13Z1P","olfactory receptor family 13 subfamily Z member 1 pseudogene","","","1q21.1","Olfactory receptors, family 13"
"HGNC:31241","OR13Z2P","olfactory receptor family 13 subfamily Z member 2 pseudogene","","","1q21.1","Olfactory receptors, family 13"
"HGNC:31242","OR13Z3P","olfactory receptor family 13 subfamily Z member 3 pseudogene","","","1q21.1","Olfactory receptors, family 13"
"HGNC:15024","OR14A2","olfactory receptor family 14 subfamily A member 2","OR5AX1P,OR5AX1","","1q44","Olfactory receptors, family 14"
"HGNC:15022","OR14A16","olfactory receptor family 14 subfamily A member 16","OR5AT1","","1q44","Olfactory receptors, family 14"
"HGNC:15026","OR14C36","olfactory receptor family 14 subfamily C member 36","OR5BF1","","1q44","Olfactory receptors, family 14"
"HGNC:19575","OR14I1","olfactory receptor family 14 subfamily I member 1","OR5BU1P,OR5BU1","","1q44","Olfactory receptors, family 14"
"HGNC:13971","OR14J1","olfactory receptor family 14 subfamily J member 1","OR5U1","","6p22.1","Olfactory receptors, family 14"
"HGNC:15025","OR14K1","olfactory receptor family 14 subfamily K member 1","OR5AY1","","1q44","Olfactory receptors, family 14"
"HGNC:15023","OR14L1P","olfactory receptor family 14 subfamily L member 1 pseudogene","OR5AV1,OR5AV1P","","1q44","Olfactory receptors, family 14"
"HGNC:31278","OR51AB1P","olfactory receptor family 51 subfamily AB member 1 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:8316","OR51A1P","olfactory receptor family 51 subfamily A member 1 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14764","OR51A2","olfactory receptor family 51 subfamily A member 2","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14794","OR51A3P","olfactory receptor family 51 subfamily A member 3 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14795","OR51A4","olfactory receptor family 51 subfamily A member 4","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14801","OR51A5P","olfactory receptor family 51 subfamily A member 5 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15187","OR51A6P","olfactory receptor family 51 subfamily A member 6 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15188","OR51A7","olfactory receptor family 51 subfamily A member 7","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15189","OR51A8P","olfactory receptor family 51 subfamily A member 8 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15190","OR51A9P","olfactory receptor family 51 subfamily A member 9 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15185","OR51A10P","olfactory receptor family 51 subfamily A member 10 pseudogene","OR51A11P,OR51A13","","11p15.4","Olfactory receptors, family 51"
"HGNC:14703","OR51B2","olfactory receptor family 51 subfamily B member 2","OR51B1P","","11p15.4","Olfactory receptors, family 51"
"HGNC:14706","OR51B3P","olfactory receptor family 51 subfamily B member 3 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14708","OR51B4","olfactory receptor family 51 subfamily B member 4","","","11p15.4","Olfactory receptors, family 51"
"HGNC:19599","OR51B5","olfactory receptor family 51 subfamily B member 5","","","11p15.4","Olfactory receptors, family 51"
"HGNC:19600","OR51B6","olfactory receptor family 51 subfamily B member 6","","","11p15.4","Olfactory receptors, family 51"
"HGNC:31279","OR51B8P","olfactory receptor family 51 subfamily B member 8 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15191","OR51C1P","olfactory receptor family 51 subfamily C member 1 pseudogene","OR51C3P,OR51C2P","","11p15.4","Olfactory receptors, family 51"
"HGNC:31280","OR51C4P","olfactory receptor family 51 subfamily C member 4 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15193","OR51D1","olfactory receptor family 51 subfamily D member 1","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15194","OR51E1","olfactory receptor family 51 subfamily E member 1","OR51E1P,OR52A3P,GPR164","","11p15.4","Olfactory receptors, family 51"
"HGNC:15195","OR51E2","olfactory receptor family 51 subfamily E member 2","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15196","OR51F1","olfactory receptor family 51 subfamily F member 1","OR51F1P","","11p15.4","Olfactory receptors, family 51"
"HGNC:15197","OR51F2","olfactory receptor family 51 subfamily F member 2","","","11p15.4","Olfactory receptors, family 51"
"HGNC:31281","OR51F3P","olfactory receptor family 51 subfamily F member 3 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:31282","OR51F4P","olfactory receptor family 51 subfamily F member 4 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:31283","OR51F5P","olfactory receptor family 51 subfamily F member 5 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14738","OR51G1","olfactory receptor family 51 subfamily G member 1","OR51G3P","","11p15.4","Olfactory receptors, family 51"
"HGNC:15198","OR51G2","olfactory receptor family 51 subfamily G member 2","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14833","OR51H1","olfactory receptor family 51 subfamily H member 1","OR51H1P","","11p15.4","Olfactory receptors, family 51"
"HGNC:15199","OR51H2P","olfactory receptor family 51 subfamily H member 2 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15200","OR51I1","olfactory receptor family 51 subfamily I member 1","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15201","OR51I2","olfactory receptor family 51 subfamily I member 2","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14856","OR51J1","olfactory receptor family 51 subfamily J member 1","OR51J2,OR51J1P","","11p15.4","Olfactory receptors, family 51"
"HGNC:15202","OR51K1P","olfactory receptor family 51 subfamily K member 1 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14759","OR51L1","olfactory receptor family 51 subfamily L member 1","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14847","OR51M1","olfactory receptor family 51 subfamily M member 1","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14757","OR51N1P","olfactory receptor family 51 subfamily N member 1 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:14762","OR51P1P","olfactory receptor family 51 subfamily P member 1 pseudogene","OR51P2P","","11p15.4","Olfactory receptors, family 51"
"HGNC:14851","OR51Q1","olfactory receptor family 51 subfamily Q member 1","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15203","OR51R1P","olfactory receptor family 51 subfamily R member 1 pseudogene","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15204","OR51S1","olfactory receptor family 51 subfamily S member 1","","","11p15.4","Olfactory receptors, family 51"
"HGNC:15205","OR51T1","olfactory receptor family 51 subfamily T member 1","","","11p15.4","Olfactory receptors, family 51"
"HGNC:19597","OR51V1","olfactory receptor family 51 subfamily V member 1","OR51A12","","11p15.4","Olfactory receptors, family 51"
"HGNC:8318","OR52A1","olfactory receptor family 52 subfamily A member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:19579","OR52A4P","olfactory receptor family 52 subfamily A member 4 pseudogene","OR52A4","","11p15.4","Olfactory receptors, family 52"
"HGNC:19580","OR52A5","olfactory receptor family 52 subfamily A member 5","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15206","OR52B1P","olfactory receptor family 52 subfamily B member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15207","OR52B2","olfactory receptor family 52 subfamily B member 2","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15208","OR52B3P","olfactory receptor family 52 subfamily B member 3 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15209","OR52B4","olfactory receptor family 52 subfamily B member 4","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15210","OR52B5P","olfactory receptor family 52 subfamily B member 5 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15211","OR52B6","olfactory receptor family 52 subfamily B member 6","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15212","OR52D1","olfactory receptor family 52 subfamily D member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14766","OR52E1","olfactory receptor family 52 subfamily E member 1 (gene/pseudogene)","OR52E1P","","11p15.4","Olfactory receptors, family 52"
"HGNC:14769","OR52E2","olfactory receptor family 52 subfamily E member 2","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14793","OR52E3P","olfactory receptor family 52 subfamily E member 3 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15213","OR52E4","olfactory receptor family 52 subfamily E member 4","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15214","OR52E5","olfactory receptor family 52 subfamily E member 5","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15215","OR52E6","olfactory receptor family 52 subfamily E member 6","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15216","OR52E7P","olfactory receptor family 52 subfamily E member 7 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15217","OR52E8","olfactory receptor family 52 subfamily E member 8","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15218","OR52H1","olfactory receptor family 52 subfamily H member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15219","OR52H2P","olfactory receptor family 52 subfamily H member 2 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15220","OR52I1","olfactory receptor family 52 subfamily I member 1","","","11p15.4","Olfactory receptors, family 52"
